1476444485 1136 0 0 0 0
1476449104 1137 0 0 0 0
1476715229 1141 0 0 0 0
1476715341 1142 0 0 0 0
1476779738 1144 0 0 0 0
1476780333 1147 0 0 0 0
1476780481 1151 0 0 0 0
1476782043 1154 0 0 0 0
1476782620 1155 0 0 0 0
1476783167 1158 0 0 0 0
1476784765 1161 0 0 0 0
1476792328 1164 0 0 0 0
1476793276 1164 221 0 0 0
1476793291 1164 221 0 0 0
1476793858 1168 221 0 0 0
1476960880 1168 221 0 0 0
1476962841 1370 221 0 0 0
1476966090 1371 221 0 0 0
1476966267 1460 221 0 0 0
1477317455 1460 243 0 0 0
1477317601 1460 266 0 0 0
1477653046 1694 266 0 0 0
1477653073 1694 266 0 0 0
1477906313 1843 266 0 0 0
1477925995 1853 266 0 0 0
1478003205 1877 266 0 0 0
1478254616 1929 266 0 0 0
1478260425 1930 266 0 0 0
1478263024 1930 266 0 0 0
1478594926 1935 266 0 0 0
1478595135 2036 1405 0 0 0
1478619484 2036 1407 0 0 0
1478850327 2036 1412 0 0 0
1478854200 2036 1443 0 0 0
1479215833 2041 1443 0 0 0
1479216371 2061 1443 0 0 0
1479217012 2066 1443 0 0 0
1479218159 2066 1531 0 0 0
1479220769 2545 1531 0 0 0
1479220777 2545 1531 0 0 0
1479378062 2545 1724 0 0 0
1479378080 2545 1724 0 0 0
1479378761 2545 1724 0 0 0
1479381328 2547 1724 0 0 0
1479475278 2783 1724 0 0 0
1479745630 2783 2130 0 0 0
1479826924 2783 2141 0 0 0
1479994773 3060 2141 0 0 0
1479994789 3060 2141 0 507 0
1479995542 3060 2144 0 507 0
1479995776 3060 2144 0 507 0
1479997076 3060 2144 0 535 0
1479997586 3066 2144 0 535 0
1479998089 3066 2144 0 547 0
1479999110 3071 2144 0 550 0
1480003322 3071 2144 0 550 52
1480066081 3071 2146 0 550 52
1480326002 3197 2146 0 550 52
1480335733 3197 2146 0 550 52
1480336687 3303 2146 0 550 52
1480341549 3303 2146 0 550 52
1480346759 3303 2388 370 550 70
1480409936 3303 2388 370 550 70
1480607512 3303 2388 370 560 70
1480689371 3552 2388 370 560 70
1480690337 3552 2388 370 560 70
1480691037 3571 2388 370 560 70
1480691797 3571 2392 370 560 70
1480947093 3571 2392 370 731 70
1480947121 3571 2392 370 731 70
1481029181 3576 2392 370 731 70
1481032191 3634 2392 370 731 70
1481032235 3635 2392 370 731 70
1481200403 3641 2392 370 731 70
1481205228 3644 2392 370 731 70
1481287704 3646 2392 370 731 70
1481298392 3646 2521 370 731 70
1481620474 3656 2521 370 731 70
1481620542 3658 2521 370 731 70
1481620583 3666 2521 370 731 70
1481640399 3666 2669 370 731 70
1482145791 3666 2690 370 731 70
1482147683 3796 2700 370 731 70
1482158871 3796 11909 370 731 70
1482244668 3796 11958 370 731 70
