1476444485 1 0 0 0 0
1476449104 2 0 0 0 0
1476715229 3 0 0 0 0
1476715341 4 0 0 0 0
1476779738 5 0 0 0 0
1476780333 6 0 0 0 0
1476780481 7 0 0 0 0
1476782043 8 0 0 0 0
1476782620 9 0 0 0 0
1476783167 10 0 0 0 0
1476784765 11 0 0 0 0
1476792328 12 0 0 0 0
1476793276 12 1 0 0 0
1476793291 12 2 0 0 0
1476793858 13 2 0 0 0
1476960880 14 2 0 0 0
1476962841 15 2 0 0 0
1476966090 16 2 0 0 0
1476966267 17 2 0 0 0
1477317455 17 3 0 0 0
1477317601 17 4 0 0 0
1477653046 18 4 0 0 0
1477653073 19 4 0 0 0
1477906313 20 4 0 0 0
1477925995 21 4 0 0 0
1478003205 22 4 0 0 0
1478254616 23 4 0 0 0
1478260425 24 4 0 0 0
1478263024 25 4 0 0 0
1478594926 26 4 0 0 0
1478595135 27 5 0 0 0
1478619484 27 6 0 0 0
1478850327 27 7 0 0 0
1478854200 27 8 0 0 0
1479215833 28 8 0 0 0
1479216371 29 8 0 0 0
1479217012 30 8 0 0 0
1479218159 30 9 0 0 0
1479220769 31 9 0 0 0
1479220777 32 9 0 0 0
1479378062 32 10 0 0 0
1479378080 32 11 0 0 0
1479378761 32 12 0 0 0
1479381328 33 12 0 0 0
1479475278 34 12 0 0 0
1479745630 34 13 0 0 0
1479826924 34 14 0 0 0
1479994773 35 14 0 0 0
1479994789 35 14 0 1 0
1479995542 35 15 0 1 0
1479995776 35 16 0 1 0
1479997076 35 16 0 2 0
1479997586 36 16 0 2 0
1479998089 36 16 0 3 0
1479999110 37 16 0 4 0
1480003322 37 16 0 4 1
1480066081 37 17 0 4 1
1480326002 38 17 0 4 1
1480335733 39 17 0 4 1
1480336687 40 17 0 4 1
1480341549 41 17 0 4 1
1480346759 41 19 8 4 3
1480409936 41 20 8 4 3
1480607512 41 20 8 5 3
1480689371 42 20 8 5 3
1480690337 43 20 8 5 3
1480691037 44 20 8 5 3
1480691797 44 21 8 5 3
1480947093 44 21 8 6 3
1480947121 44 21 8 7 3
1481029181 45 21 8 7 3
1481032191 46 21 8 7 3
1481032235 47 21 8 7 3
1481200403 48 21 8 7 3
1481205228 49 21 8 7 3
1481287704 50 21 8 7 3
1481298392 50 22 8 7 3
1481620474 51 22 8 7 3
1481620542 52 22 8 7 3
1481620583 53 22 8 7 3
1481640399 53 23 8 7 3
1482145791 53 24 8 7 3
1482147683 54 25 8 7 3
1482158871 54 26 8 7 3
1482244668 54 27 8 7 3
